date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:54:43	20/20	---M-Z	200	added ('OK')	text/plain	date:Fri,%2014%20Jul%202023%2022:54:43%20GMT	https://kargosoft-com-tr.webflow.io/robots.txt		(from )
22:54:45	55638/55638	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2022:54:44%20GMT	https://kargosoft-com-tr.webflow.io/	/home/ubuntu/clone/sites/kargosoft.com.tr/website_clone/kargosoft-com-tr.webflow.io/index.html	(from )
22:54:45	17092/17092	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2022:54:45%20GMT	https://kargosoft-com-tr.webflow.io/contact-us	/home/ubuntu/clone/sites/kargosoft.com.tr/website_clone/kargosoft-com-tr.webflow.io/contact-us.html	(from https://kargosoft-com-tr.webflow.io/)
22:54:46	21707/21707	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2022:54:46%20GMT	https://kargosoft-com-tr.webflow.io/about-us	/home/ubuntu/clone/sites/kargosoft.com.tr/website_clone/kargosoft-com-tr.webflow.io/about-us.html	(from https://kargosoft-com-tr.webflow.io/)
22:54:47	28524/28524	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2022:54:47%20GMT	https://kargosoft-com-tr.webflow.io/blog	/home/ubuntu/clone/sites/kargosoft.com.tr/website_clone/kargosoft-com-tr.webflow.io/blog.html	(from https://kargosoft-com-tr.webflow.io/)
22:54:48	18618/18618	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2022:54:48%20GMT	https://kargosoft-com-tr.webflow.io/integrations	/home/ubuntu/clone/sites/kargosoft.com.tr/website_clone/kargosoft-com-tr.webflow.io/integrations.html	(from https://kargosoft-com-tr.webflow.io/)
22:54:49	14187/14187	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2022:54:49%20GMT	https://kargosoft-com-tr.webflow.io/feature/advanced-analytic	/home/ubuntu/clone/sites/kargosoft.com.tr/website_clone/kargosoft-com-tr.webflow.io/feature/advanced-analytic.html	(from https://kargosoft-com-tr.webflow.io/)
22:54:50	14152/14152	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2022:54:50%20GMT	https://kargosoft-com-tr.webflow.io/feature/optimized-for-performance	/home/ubuntu/clone/sites/kargosoft.com.tr/website_clone/kargosoft-com-tr.webflow.io/feature/optimized-for-performance.html	(from https://kargosoft-com-tr.webflow.io/)
22:54:51	14570/14570	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2022:54:51%20GMT	https://kargosoft-com-tr.webflow.io/feature/built-to-scale	/home/ubuntu/clone/sites/kargosoft.com.tr/website_clone/kargosoft-com-tr.webflow.io/feature/built-to-scale.html	(from https://kargosoft-com-tr.webflow.io/)
22:54:52	13924/13924	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2022:54:52%20GMT	https://kargosoft-com-tr.webflow.io/feature/cost-effective	/home/ubuntu/clone/sites/kargosoft.com.tr/website_clone/kargosoft-com-tr.webflow.io/feature/cost-effective.html	(from https://kargosoft-com-tr.webflow.io/)
22:54:53	14533/14533	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2022:54:53%20GMT	https://kargosoft-com-tr.webflow.io/feature/powerful-automation	/home/ubuntu/clone/sites/kargosoft.com.tr/website_clone/kargosoft-com-tr.webflow.io/feature/powerful-automation.html	(from https://kargosoft-com-tr.webflow.io/)
22:54:54	14501/14501	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2022:54:54%20GMT	https://kargosoft-com-tr.webflow.io/feature/data-on-the-go	/home/ubuntu/clone/sites/kargosoft.com.tr/website_clone/kargosoft-com-tr.webflow.io/feature/data-on-the-go.html	(from https://kargosoft-com-tr.webflow.io/)
22:54:55	14223/14223	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2022:54:55%20GMT	https://kargosoft-com-tr.webflow.io/integration/sms	/home/ubuntu/clone/sites/kargosoft.com.tr/website_clone/kargosoft-com-tr.webflow.io/integration/sms.html	(from https://kargosoft-com-tr.webflow.io/)
22:54:56	14546/14546	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2022:54:56%20GMT	https://kargosoft-com-tr.webflow.io/integration/e-waybill	/home/ubuntu/clone/sites/kargosoft.com.tr/website_clone/kargosoft-com-tr.webflow.io/integration/e-waybill.html	(from https://kargosoft-com-tr.webflow.io/)
22:54:57	14833/14833	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2022:54:57%20GMT	https://kargosoft-com-tr.webflow.io/integration/e-invoice	/home/ubuntu/clone/sites/kargosoft.com.tr/website_clone/kargosoft-com-tr.webflow.io/integration/e-invoice.html	(from https://kargosoft-com-tr.webflow.io/)
22:54:58	14829/14829	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2022:54:58%20GMT	https://kargosoft-com-tr.webflow.io/integration/e-archive	/home/ubuntu/clone/sites/kargosoft.com.tr/website_clone/kargosoft-com-tr.webflow.io/integration/e-archive.html	(from https://kargosoft-com-tr.webflow.io/)
